Sport,Date,Time,School,Weekday,Time_dt,EventDate,season_start,season_end,start_min,end_min_raw,end_min
Golf,2024-09-04,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2024-09-04,2024-07-29,2024-10-15,960.0,,1140.0
Football,2024-09-04,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-09-04,2024-07-31,2024-12-15,1080.0,,1260.0
Golf,2024-09-05,4:00pm,Spotsylvania High School,Thursday,16:00:00,2024-09-05,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-09-05,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-05,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-05,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-05,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-06,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-09-06,2024-07-31,2024-12-15,1140.0,,1320.0
Golf,2024-09-09,4:00pm,Spotsylvania High School,Monday,16:00:00,2024-09-09,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-09-10,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-09-10,2024-08-04,2024-11-10,1020.0,,1200.0
Golf,2024-09-11,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2024-09-11,2024-07-29,2024-10-15,960.0,,1140.0
Cross Country,2024-09-11,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2024-09-11,2024-08-05,2024-11-16,990.0,,1170.0
Football,2024-09-11,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-09-11,2024-07-31,2024-12-15,1080.0,,1260.0
Field Hockey,2024-09-12,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-12,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-12,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-12,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-13,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-09-13,2024-07-31,2024-12-15,1140.0,,1320.0
Golf,2024-09-16,4:00pm,Spotsylvania High School,Monday,16:00:00,2024-09-16,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-09-17,4:00pm,Spotsylvania High School,Tuesday,16:00:00,2024-09-17,2024-08-04,2024-11-10,960.0,,1140.0
Volleyball,2024-09-17,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-09-17,2024-08-04,2024-11-30,1020.0,,1200.0
Cross Country,2024-09-18,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2024-09-18,2024-08-05,2024-11-16,1020.0,,1200.0
Football,2024-09-18,7:00pm,Spotsylvania High School,Wednesday,19:00:00,2024-09-18,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-09-19,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-19,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-30,1020.0,,1200.0
Golf,2024-09-20,4:00pm,Spotsylvania High School,Friday,16:00:00,2024-09-20,2024-07-29,2024-10-15,960.0,,1140.0
Football,2024-09-20,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-09-20,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-09-24,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-24,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-30,1020.0,,1200.0
Cross Country,2024-09-25,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2024-09-25,2024-08-05,2024-11-16,1020.0,,1200.0
Football,2024-09-25,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-09-25,2024-07-31,2024-12-15,1080.0,,1260.0
Field Hockey,2024-09-26,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-26,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-27,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-09-27,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-10-01,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-01,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-01,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-01,2024-08-04,2024-11-30,1020.0,,1200.0
Cross Country,2024-10-02,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2024-10-02,2024-08-05,2024-11-16,990.0,,1170.0
Field Hockey,2024-10-03,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-03,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-03,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-03,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-07,5:00pm,Spotsylvania High School,Monday,17:00:00,2024-10-07,2024-08-04,2024-11-10,1020.0,,1200.0
Field Hockey,2024-10-08,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-08,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-08,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-08,2024-08-04,2024-11-30,1020.0,,1200.0
Competition Cheer,2024-10-08,6:00pm,Spotsylvania High School,Tuesday,18:00:00,2024-10-08,2024-07-31,2024-11-10,1080.0,,1260.0
Cross Country,2024-10-09,4:45pm,Spotsylvania High School,Wednesday,16:45:00,2024-10-09,2024-08-05,2024-11-16,1005.0,,1185.0
Football,2024-10-09,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-10-09,2024-07-31,2024-12-15,1080.0,,1260.0
Field Hockey,2024-10-10,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-10,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-10,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-10,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-11,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-10-11,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-10-14,4:00pm,Spotsylvania High School,Monday,16:00:00,2024-10-14,2024-08-04,2024-11-10,960.0,,1140.0
Field Hockey,2024-10-15,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-15,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-30,1020.0,,1200.0
Cross Country,2024-10-16,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2024-10-16,2024-08-05,2024-11-16,1020.0,,1200.0
Football,2024-10-16,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-10-16,2024-07-31,2024-12-15,1080.0,,1260.0
Field Hockey,2024-10-17,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-17,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-18,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-10-18,2024-07-31,2024-12-15,1140.0,,1320.0
Field Hockey,2024-10-22,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-22,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-22,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2024-10-22,2024-08-04,2024-11-30,1020.0,,1200.0
Cross Country,2024-10-23,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2024-10-23,2024-08-05,2024-11-16,1020.0,,1200.0
Football,2024-10-23,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-10-23,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-10-24,5:00pm,Spotsylvania High School,Thursday,17:00:00,2024-10-24,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-24,7:00pm,Spotsylvania High School,Thursday,19:00:00,2024-10-24,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-10-25,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-10-25,2024-07-31,2024-12-15,1140.0,,1320.0
Volleyball,2024-10-28,5:00pm,Spotsylvania High School,Monday,17:00:00,2024-10-28,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-30,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-10-30,2024-07-31,2024-12-15,1080.0,,1260.0
Volleyball,2024-10-30,TBD,Spotsylvania High School,Wednesday,,2024-10-30,2024-08-04,2024-11-30,,,
Field Hockey,2024-10-31,4:00pm,Spotsylvania High School,Thursday,16:00:00,2024-10-31,2024-08-04,2024-11-10,960.0,,1140.0
Football,2024-11-01,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-11-01,2024-07-31,2024-12-15,1140.0,,1320.0
Football,2024-11-06,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-11-06,2024-07-31,2024-12-15,1080.0,,1260.0
Football,2024-11-08,7:00pm,Spotsylvania High School,Friday,19:00:00,2024-11-08,2024-07-31,2024-12-15,1140.0,,1320.0
Basketball,2024-12-02,6:00pm,Spotsylvania High School,Monday,18:00:00,2024-12-02,2024-11-11,2025-03-30,1080.0,,1260.0
Wrestling,2024-12-03,6:00pm,Spotsylvania High School,Tuesday,18:00:00,2024-12-03,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-04,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-12-04,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2024-12-05,6:00pm,Spotsylvania High School,Thursday,18:00:00,2024-12-05,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2024-12-06,6:00pm,Spotsylvania High School,Friday,18:00:00,2024-12-06,2024-11-11,2025-03-30,1080.0,,1260.0
Swim & Dive,2024-12-06,6:00pm,Spotsylvania High School,Friday,18:00:00,2024-12-06,2024-11-11,2025-02-22,1080.0,,1260.0
Indoor Track,2024-12-10,4:00pm,Spotsylvania High School,Tuesday,16:00:00,2024-12-10,2024-11-11,2025-03-06,960.0,,1140.0
Basketball,2024-12-10,7:30pm,Spotsylvania High School,Tuesday,19:30:00,2024-12-10,2024-11-11,2025-03-30,1170.0,,1350.0
Wrestling,2024-12-11,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-12-11,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-12,6:00pm,Spotsylvania High School,Thursday,18:00:00,2024-12-12,2024-11-11,2025-03-30,1080.0,,1260.0
Wrestling,2024-12-13,3:00pm,Spotsylvania High School,Friday,15:00:00,2024-12-13,2024-11-11,2025-02-22,900.0,,1080.0
Swim & Dive,2024-12-13,6:00pm,Spotsylvania High School,Friday,18:00:00,2024-12-13,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-16,5:30pm,Spotsylvania High School,Monday,17:30:00,2024-12-16,2024-11-11,2025-03-30,1050.0,,1230.0
Basketball,2024-12-17,6:00pm,Spotsylvania High School,Tuesday,18:00:00,2024-12-17,2024-11-11,2025-03-30,1080.0,,1260.0
Indoor Track,2024-12-18,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2024-12-18,2024-11-11,2025-03-06,960.0,,1140.0
Wrestling,2024-12-18,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2024-12-18,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-19,5:30pm,Spotsylvania High School,Thursday,17:30:00,2024-12-19,2024-11-11,2025-03-30,1050.0,,1230.0
Wrestling,2024-12-20,4:00pm,Spotsylvania High School,Friday,16:00:00,2024-12-20,2024-11-11,2025-02-22,960.0,,1140.0
Swim & Dive,2024-12-20,6:00pm,Spotsylvania High School,Friday,18:00:00,2024-12-20,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-06,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-01-06,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-07,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-01-07,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-08,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-01-08,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2025-01-10,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-01-10,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-14,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-01-14,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-15,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2025-01-15,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2025-01-15,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-01-15,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-17,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-01-17,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-17,6:00pm,Spotsylvania High School,Friday,18:00:00,2025-01-17,2024-11-11,2025-02-22,1080.0,,1260.0
Wrestling,2025-01-17,6:00pm,Spotsylvania High School,Friday,18:00:00,2025-01-17,2024-11-11,2025-02-22,1080.0,,1260.0
Wrestling,2025-01-18,TBD,Spotsylvania High School,Saturday,,2025-01-18,2024-11-11,2025-02-22,,,
Basketball,2025-01-20,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-01-20,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-21,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-01-21,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-01-22,5:00pm,Spotsylvania High School,Wednesday,17:00:00,2025-01-22,2024-11-11,2025-03-30,1020.0,,1200.0
Indoor Track,2025-01-23,4:00pm,Spotsylvania High School,Thursday,16:00:00,2025-01-23,2024-11-11,2025-03-06,960.0,,1140.0
Wrestling,2025-01-23,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-01-23,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-24,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-01-24,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-27,6:00pm,Spotsylvania High School,Monday,18:00:00,2025-01-27,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-28,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-01-28,2024-11-11,2025-03-30,1020.0,,1200.0
Indoor Track,2025-01-29,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2025-01-29,2024-11-11,2025-03-06,960.0,,1140.0
Wrestling,2025-01-29,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-01-29,2024-11-11,2025-02-22,1080.0,,1260.0
Wrestling,2025-01-30,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-01-30,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-30,6:30pm,Spotsylvania High School,Thursday,18:30:00,2025-01-30,2024-11-11,2025-03-30,1110.0,,1290.0
Basketball,2025-01-31,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-01-31,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-01,6:15pm,Spotsylvania High School,Saturday,18:15:00,2025-02-01,2024-11-11,2025-02-22,1095.0,,1275.0
Wrestling,2025-02-01,TBD,Spotsylvania High School,Saturday,,2025-02-01,2024-11-11,2025-02-22,,,
Basketball,2025-02-03,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-02-03,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-04,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-02-04,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-05,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-02-05,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2025-02-06,5:00pm,Spotsylvania High School,Thursday,17:00:00,2025-02-06,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2025-02-07,4:00pm,Spotsylvania High School,Friday,16:00:00,2025-02-07,2024-11-11,2025-02-22,960.0,,1140.0
Swim & Dive,2025-02-07,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-02-07,2024-11-11,2025-02-22,1020.0,,1200.0
Basketball,2025-02-10,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-02-10,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-11,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-02-11,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-13,5:00pm,Spotsylvania High School,Thursday,17:00:00,2025-02-13,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-14,5:00pm,Spotsylvania High School,Friday,17:00:00,2025-02-14,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-14,6:30pm,Spotsylvania High School,Friday,18:30:00,2025-02-14,2024-11-11,2025-02-22,1110.0,,1290.0
Basketball,2025-02-17,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-02-17,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2025-02-18,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-02-18,2024-11-11,2025-03-30,1020.0,,1200.0
Soccer,2025-03-06,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-03-06,2025-02-24,2025-06-14,1050.0,,1230.0
Soccer,2025-03-07,5:30pm,Spotsylvania High School,Friday,17:30:00,2025-03-07,2025-02-24,2025-06-14,1050.0,,1230.0
Soccer,2025-03-11,5:30pm,Spotsylvania High School,Tuesday,17:30:00,2025-03-11,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-03-11,5:30pm,Spotsylvania High School,Tuesday,17:30:00,2025-03-11,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-03-13,4:00pm,Spotsylvania High School,Thursday,16:00:00,2025-03-13,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-03-13,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-03-13,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-03-13,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-03-13,2025-02-24,2025-06-14,1080.0,,1260.0
Baseball,2025-03-17,4:00pm,Spotsylvania High School,Monday,16:00:00,2025-03-17,2025-02-24,2025-06-14,960.0,,1140.0
Tennis,2025-03-17,4:00pm,Spotsylvania High School,Monday,16:00:00,2025-03-17,2025-03-01,2025-05-15,960.0,,1140.0
Softball,2025-03-17,6:00pm,Spotsylvania High School,Monday,18:00:00,2025-03-17,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-03-18,5:30pm,Spotsylvania High School,Tuesday,17:30:00,2025-03-18,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-03-19,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2025-03-19,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-03-20,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-03-20,2025-02-24,2025-06-14,1050.0,,1230.0
Soccer,2025-03-20,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-03-20,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-03-20,6:30pm,Spotsylvania High School,Thursday,18:30:00,2025-03-20,2025-02-24,2025-06-14,1110.0,,1290.0
Tennis,2025-03-21,4:00pm,Spotsylvania High School,Friday,16:00:00,2025-03-21,2025-03-01,2025-05-15,960.0,,1140.0
Softball,2025-03-31,5:00pm,Spotsylvania High School,Monday,17:00:00,2025-03-31,2025-02-24,2025-06-14,1020.0,,1200.0
Baseball,2025-03-31,6:30pm,Spotsylvania High School,Monday,18:30:00,2025-03-31,2025-02-24,2025-06-14,1110.0,,1290.0
Softball,2025-04-01,6:00pm,Spotsylvania High School,Tuesday,18:00:00,2025-04-01,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-02,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2025-04-02,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-02,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2025-04-02,2025-03-01,2025-05-15,990.0,,1170.0
Baseball,2025-04-03,5:00pm,Spotsylvania High School,Thursday,17:00:00,2025-04-03,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-03,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-04-03,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-03,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-04-03,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-04,4:00pm,Spotsylvania High School,Friday,16:00:00,2025-04-04,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-04,6:00pm,Spotsylvania High School,Friday,18:00:00,2025-04-04,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-04-04,6:00pm,Spotsylvania High School,Friday,18:00:00,2025-04-04,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-07,4:00pm,Spotsylvania High School,Monday,16:00:00,2025-04-07,2025-03-01,2025-05-15,960.0,,1140.0
Soccer,2025-04-07,5:30pm,Spotsylvania High School,Monday,17:30:00,2025-04-07,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-04-07,6:30pm,Spotsylvania High School,Monday,18:30:00,2025-04-07,2025-02-24,2025-06-14,1110.0,,1290.0
Softball,2025-04-07,6:30pm,Spotsylvania High School,Monday,18:30:00,2025-04-07,2025-02-24,2025-06-14,1110.0,,1290.0
Baseball,2025-04-08,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-04-08,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-08,5:30pm,Spotsylvania High School,Tuesday,17:30:00,2025-04-08,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-08,6:00pm,Spotsylvania High School,Tuesday,18:00:00,2025-04-08,2025-02-24,2025-06-14,1080.0,,1260.0
Outdoor Track,2025-04-09,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2025-04-09,2025-03-01,2025-05-15,990.0,,1170.0
Baseball,2025-04-09,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-04-09,2025-02-24,2025-06-14,1080.0,,1260.0
Baseball,2025-04-10,5:00pm,Spotsylvania High School,Thursday,17:00:00,2025-04-10,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-10,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-04-10,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-10,6:00pm,Spotsylvania High School,Thursday,18:00:00,2025-04-10,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-14,4:00pm,Spotsylvania High School,Monday,16:00:00,2025-04-14,2025-03-01,2025-05-15,960.0,,1140.0
Tennis,2025-04-15,4:00pm,Spotsylvania High School,Tuesday,16:00:00,2025-04-15,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-15,4:30pm,Spotsylvania High School,Tuesday,16:30:00,2025-04-15,2025-02-24,2025-06-14,990.0,,1170.0
Tennis,2025-04-16,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2025-04-16,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-16,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2025-04-16,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-16,6:00pm,Spotsylvania High School,Wednesday,18:00:00,2025-04-16,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-17,4:00pm,Spotsylvania High School,Thursday,16:00:00,2025-04-17,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-17,4:30pm,Spotsylvania High School,Thursday,16:30:00,2025-04-17,2025-03-01,2025-05-15,990.0,,1170.0
Soccer,2025-04-17,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-04-17,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-04-21,4:30pm,Spotsylvania High School,Monday,16:30:00,2025-04-21,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-21,6:00pm,Spotsylvania High School,Monday,18:00:00,2025-04-21,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-04-22,5:30pm,Spotsylvania High School,Tuesday,17:30:00,2025-04-22,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-23,4:00pm,Spotsylvania High School,Wednesday,16:00:00,2025-04-23,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-23,4:30pm,Spotsylvania High School,Wednesday,16:30:00,2025-04-23,2025-03-01,2025-05-15,990.0,,1170.0
Baseball,2025-04-24,4:30pm,Spotsylvania High School,Thursday,16:30:00,2025-04-24,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-24,4:30pm,Spotsylvania High School,Thursday,16:30:00,2025-04-24,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-24,5:30pm,Spotsylvania High School,Thursday,17:30:00,2025-04-24,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-04-25,6:30pm,Spotsylvania High School,Friday,18:30:00,2025-04-25,2025-02-24,2025-06-14,1110.0,,1290.0
Softball,2025-04-25,6:30pm,Spotsylvania High School,Friday,18:30:00,2025-04-25,2025-02-24,2025-06-14,1110.0,,1290.0
Tennis,2025-04-28,4:00pm,Spotsylvania High School,Monday,16:00:00,2025-04-28,2025-03-01,2025-05-15,960.0,,1140.0
Tennis,2025-04-29,4:00pm,Spotsylvania High School,Tuesday,16:00:00,2025-04-29,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-29,5:00pm,Spotsylvania High School,Tuesday,17:00:00,2025-04-29,2025-02-24,2025-06-14,1020.0,,1200.0
