Sport,Date,Time,School,Weekday,Time_dt,EventDate,season_start,season_end,start_min,end_min_raw,end_min
Golf,2024-09-18,4:00pm,Chancellor High School,Wednesday,16:00:00,2024-09-18,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-09-18,5:30pm - 8:00pm,Chancellor High School,Wednesday,,2024-09-18,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-09-19,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-09-19,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Golf,2024-09-19,4:00pm,Chancellor High School,Thursday,16:00:00,2024-09-19,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-09-19,5:00pm,Chancellor High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-19,5:00pm,Chancellor High School,Thursday,17:00:00,2024-09-19,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-20,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-09-20,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-09-20,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-09-20,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-09-20,5:30pm - 8:00pm,Chancellor High School,Friday,,2024-09-20,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-09-23,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-09-23,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-09-23,5:30pm,Chancellor High School,Monday,17:30:00,2024-09-23,2024-08-04,2024-11-30,1050.0,,1230.0
Field Hockey,2024-09-23,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-09-23,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-09-24,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-09-24,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-09-24,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-24,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-09-24,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-25,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-09-25,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-09-25,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-09-25,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Cross Country,2024-09-25,5:00pm,Chancellor High School,Wednesday,17:00:00,2024-09-25,2024-08-05,2024-11-16,1020.0,,1200.0
Field Hockey,2024-09-25,5:30pm - 8:00pm,Chancellor High School,Wednesday,,2024-09-25,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-09-26,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-09-26,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-09-26,5:00pm,Chancellor High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-09-26,5:00pm,Chancellor High School,Thursday,17:00:00,2024-09-26,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-09-27,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-09-27,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-09-27,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-09-27,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-09-30,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-09-30,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-09-30,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-09-30,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-09-30,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-09-30,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-01,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-01,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-01,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-01,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-01,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-01,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-02,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-02,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-02,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-02,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Cross Country,2024-10-02,4:30pm,Chancellor High School,Wednesday,16:30:00,2024-10-02,2024-08-05,2024-11-16,990.0,,1170.0
Football,2024-10-03,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-10-03,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-03,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-03,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-03,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-03,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-04,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-04,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-04,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-04,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-10-07,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-07,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-07,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-07,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-10-07,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-10-07,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-08,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-08,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-08,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-08,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-08,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-08,2024-08-04,2024-11-30,1020.0,,1200.0
Competition Cheer,2024-10-08,6:00pm,Chancellor High School,Tuesday,18:00:00,2024-10-08,2024-07-31,2024-11-10,1080.0,,1260.0
Football,2024-10-09,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-09,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-09,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-09,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Cross Country,2024-10-09,5:00pm,Chancellor High School,Wednesday,17:00:00,2024-10-09,2024-08-05,2024-11-16,1020.0,,1200.0
Field Hockey,2024-10-09,5:30pm - 8:00pm,Chancellor High School,Wednesday,,2024-10-09,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-10,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-10-10,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-10,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-10,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-10,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-10,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-11,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-11,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-11,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-11,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-10-14,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-14,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-14,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-14,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-10-14,5:30pm,Chancellor High School,Monday,17:30:00,2024-10-14,2024-08-04,2024-11-10,1050.0,,1230.0
Football,2024-10-15,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-15,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-15,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-15,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-15,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-16,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-16,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-16,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-16,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Cross Country,2024-10-16,5:00pm,Chancellor High School,Wednesday,17:00:00,2024-10-16,2024-08-05,2024-11-16,1020.0,,1200.0
Football,2024-10-17,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-10-17,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-17,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-17,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-17,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-18,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-18,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-18,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-18,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-10-21,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-21,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-21,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-21,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-10-21,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-10-21,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-22,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-22,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-22,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-22,2024-08-04,2024-11-10,1020.0,,1200.0
Volleyball,2024-10-22,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-10-22,2024-08-04,2024-11-30,1020.0,,1200.0
Football,2024-10-23,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-23,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-23,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-23,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Cross Country,2024-10-23,5:00pm,Chancellor High School,Wednesday,17:00:00,2024-10-23,2024-08-05,2024-11-16,1020.0,,1200.0
Field Hockey,2024-10-23,5:30pm - 8:00pm,Chancellor High School,Wednesday,,2024-10-23,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-24,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-10-24,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-24,5:00pm,Chancellor High School,Thursday,17:00:00,2024-10-24,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-24,6:30pm,Chancellor High School,Thursday,18:30:00,2024-10-24,2024-08-04,2024-11-10,1110.0,,1290.0
Football,2024-10-25,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-25,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-25,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-10-25,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-10-28,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-10-28,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-28,5:00pm,Chancellor High School,Monday,17:00:00,2024-10-28,2024-08-04,2024-11-30,1020.0,,1200.0
Field Hockey,2024-10-28,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-10-28,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-29,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-29,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-29,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-10-29,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-10-29,5:30pm - 8:00pm,Chancellor High School,Tuesday,,2024-10-29,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-10-30,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-10-30,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-10-30,6:00pm,Chancellor High School,Wednesday,18:00:00,2024-10-30,2024-08-04,2024-11-30,1080.0,,1260.0
Football,2024-10-31,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-10-31,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Field Hockey,2024-10-31,5:30pm - 8:00pm,Chancellor High School,Thursday,,2024-10-31,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-11-01,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-01,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-01,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-01,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-11-04,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-11-04,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-04,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-11-04,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-11-04,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-11-04,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-11-05,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-11-05,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-05,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-11-05,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-11-05,6:00pm,Chancellor High School,Tuesday,18:00:00,2024-11-05,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-11-06,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-11-06,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-06,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-11-06,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-11-07,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-07,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-07,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-07,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Field Hockey,2024-11-07,6:00pm,Chancellor High School,Thursday,18:00:00,2024-11-07,2024-08-04,2024-11-10,1080.0,,1260.0
Football,2024-11-08,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-08,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-11-08,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-08,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Basketball,2024-11-14,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-14,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-11-14,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-14,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-14,5:30pm - 8:30pm,Chancellor High School,Thursday,,2024-11-14,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-11-14,8:30pm - 9:30pm,Chancellor High School,Thursday,,2024-11-14,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-11-15,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-15,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-11-15,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-15,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-15,5:30pm - 8:30pm,Chancellor High School,Friday,,2024-11-15,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-11-15,8:30pm - 9:30pm,Chancellor High School,Friday,,2024-11-15,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-11-18,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-11-18,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-18,5:00pm,Chancellor High School,Monday,17:00:00,2024-11-18,2024-11-11,2025-03-30,1020.0,,1200.0
Basketball,2024-11-18,6:00pm - 9:00pm,Chancellor High School,Monday,,2024-11-18,2024-11-11,2025-03-30,1080.0,1260.0,1260.0
Swim & Dive,2024-11-18,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-11-18,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-11-19,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-11-19,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-11-19,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-11-19,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-19,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2024-11-19,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-11-19,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-11-19,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-11-20,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-11-20,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Swim & Dive,2024-11-20,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2024-11-20,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-11-21,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-21,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-11-21,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-11-21,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-21,5:30pm - 8:30pm,Chancellor High School,Thursday,,2024-11-21,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-11-21,8:30pm - 9:30pm,Chancellor High School,Thursday,,2024-11-21,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-11-22,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-22,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-22,6:00pm,Chancellor High School,Friday,18:00:00,2024-11-22,2024-11-11,2025-03-30,1080.0,,1260.0
Swim & Dive,2024-11-22,8:30pm - 9:30pm,Chancellor High School,Friday,,2024-11-22,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-11-25,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-11-25,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-25,5:00pm,Chancellor High School,Monday,17:00:00,2024-11-25,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2024-11-25,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-11-25,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-11-26,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-11-26,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-11-26,3:00pm - 6:00pm,Chancellor High School,Tuesday,,2024-11-26,2024-11-11,2025-03-30,900.0,1080.0,1080.0
Swim & Dive,2024-11-26,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-11-26,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-11-29,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-11-29,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2024-11-29,5:30pm - 8:30pm,Chancellor High School,Friday,,2024-11-29,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Basketball,2024-12-02,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-02,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-02,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-02,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-02,5:30pm - 8:30pm,Chancellor High School,Monday,,2024-12-02,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-02,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-12-02,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-12-03,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-03,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-03,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2024-12-03,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Basketball,2024-12-03,6:00pm,Chancellor High School,Tuesday,18:00:00,2024-12-03,2024-11-11,2025-03-30,1080.0,,1260.0
Swim & Dive,2024-12-03,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-12-03,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-04,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-12-04,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2024-12-04,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2024-12-04,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Wrestling,2024-12-04,6:00pm,Chancellor High School,Wednesday,18:00:00,2024-12-04,2024-11-11,2025-02-22,1080.0,,1260.0
Swim & Dive,2024-12-04,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2024-12-04,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-05,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-12-05,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-05,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-12-05,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-05,5:30pm - 8:30pm,Chancellor High School,Thursday,,2024-12-05,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-05,8:30pm - 9:30pm,Chancellor High School,Thursday,,2024-12-05,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-06,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-12-06,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-06,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-12-06,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-06,5:30pm - 8:30pm,Chancellor High School,Friday,,2024-12-06,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-06,6:00pm,Chancellor High School,Friday,18:00:00,2024-12-06,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-09,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-09,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-09,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-09,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-09,5:30pm - 8:30pm,Chancellor High School,Monday,,2024-12-09,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-09,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-12-09,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-12-10,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-10,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-10,5:00pm,Chancellor High School,Tuesday,17:00:00,2024-12-10,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2024-12-10,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-12-10,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-11,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-12-11,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-11,6:00pm,Chancellor High School,Wednesday,18:00:00,2024-12-11,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-11,7:30pm - 9:00pm,Chancellor High School,Wednesday,,2024-12-11,2024-11-11,2025-03-30,1170.0,1260.0,1260.0
Swim & Dive,2024-12-11,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2024-12-11,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-12-12,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-12-12,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-12,5:00pm,Chancellor High School,Thursday,17:00:00,2024-12-12,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2024-12-12,8:30pm - 9:30pm,Chancellor High School,Thursday,,2024-12-12,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-13,5:00pm,Chancellor High School,Friday,17:00:00,2024-12-13,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2024-12-13,8:30pm - 9:30pm,Chancellor High School,Friday,,2024-12-13,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-16,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-16,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-16,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-16,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-16,5:30pm - 8:30pm,Chancellor High School,Monday,,2024-12-16,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-16,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-12-16,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-17,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-17,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-17,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-17,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-17,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2024-12-17,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-17,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-12-17,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-18,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-12-18,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Indoor Track,2024-12-18,4:00pm,Chancellor High School,Wednesday,16:00:00,2024-12-18,2024-11-11,2025-03-06,960.0,,1140.0
Basketball,2024-12-18,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2024-12-18,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-18,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2024-12-18,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
